Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,MSFT,NVDA,VFV.TO,AAPL,MSFT,NVDA,VFV.TO,AAPL,MSFT,NVDA,VFV.TO,AAPL,MSFT,NVDA,VFV.TO,AAPL,MSFT,NVDA,VFV.TO
Date,,,,,,,,,,,,,,,,,,,,
2025-01-22,222.2173614501953,440.1402587890625,146.6865692138672,153.05320739746094,222.5052654056773,441.1957044539868,147.40467804215123,153.2305960374804,218.2064601780486,430.0787709144918,143.29542449743752,152.609720759379,218.2064601780486,431.6175824572203,144.28284886721386,152.62942058291458,64126500.0,27803800.0,237651400.0,354500.0
2025-01-23,222.04859924316406,440.6432800292969,146.83615112304688,153.6938018798828,225.394314538592,440.6827452232724,146.8461195709751,153.70366682996257,220.69839703644928,435.50404480374874,143.34527675360425,152.7378340802331,223.1208199792776,435.9972543675129,144.67181084027297,153.03349685998634,60234800.0,18389300.0,155915500.0,405800.0
2025-01-24,221.1749267578125,438.02935791015625,142.2481231689453,152.98422241210938,224.00439930767484,440.58418031954517,148.58157206293976,153.555833128876,219.81480209957203,435.40547892407693,141.5100624088345,152.7082744851233,223.160517277336,439.1144251755467,147.98313043457708,153.3587296150337,54697900.0,15549500.0,234657600.0,356000.0
2025-01-27,228.20391845703125,428.6582946777344,118.1112289428711,151.0919952392578,230.47741293083342,429.2896173703644,128.06520275177593,151.36794315460725,222.36627749626697,417.7485015093757,116.39571246675482,150.03748321375107,222.4059977899183,418.2515848986201,124.47459855123269,150.19515699535538,94863400.0,35647800.0,818830900.0,600700.0
2025-01-28,236.54339599609375,441.1266784667969,128.6536865234375,152.6984405517578,238.4594987479956,442.29064589853647,128.66365497133788,152.86597930795745,229.147074251248,425.52151949148305,115.94689837533355,150.76678982268493,229.18679454547646,428.69779052094407,121.49239920882492,151.505939355467,75707600.0,23491700.0,579666400.0,279200.0
2025-01-29,237.63546752929688,436.32275390625,123.37747955322266,152.26478576660156,238.1318651456976,440.8109789415141,126.55916484585856,153.10249448667994,232.3240069742682,434.41897223898974,119.73700212037913,151.77201946962228,232.43321505583046,440.62355690140845,126.17018228394103,152.90537593746106,45486100.0,23581400.0,467120600.0,332900.0
2025-01-30,235.87823486328125,409.3541259765625,124.32499694824219,153.70367431640625,239.05517683623282,417.1172408671569,124.67408285834512,154.56108288522213,235.50098294542886,407.54899194570174,117.79207196266405,151.83115331212002,236.95045561956258,413.0827896381068,122.77903527699785,152.75755638272008,55658300.0,54586300.0,392925500.0,360300.0
2025-01-31,234.2996826171875,409.4231262207031,119.75694274902344,153.5262908935547,245.40906406001392,414.97667080056476,127.5166568388694,155.10314931186693,231.75812916176676,409.2751693701902,118.87923990097873,152.90540044766334,245.40906406001392,413.2899024984714,123.45726880122108,154.64979762924034,100959800.0,34161900.0,388161100.0,568000.0
2025-02-03,226.3672332763672,405.3394470214844,116.35584259033203,152.6984405517578,230.15971829856622,409.7684602096033,118.26085879772401,153.37846052800305,224.0738787357251,403.11012968787463,112.71535750831777,140.52710556339875,228.33297872450572,406.010204945589,114.45081877343719,144.8733084252859,73063300.0,25679100.0,371235700.0,1078800.0
2025-02-04,231.12274169921875,406.7696533203125,118.34063720703125,151.16099548339844,231.45036595591674,408.2986210393196,120.88398385074507,152.69842393822782,225.01704170433482,404.1753661823544,116.39571701060105,150.54995504358192,225.61272492539547,407.085314667825,116.65504122535879,152.69842393822782,45067300.0,20532100.0,256550000.0,540100.0
2025-02-05,230.79510498046875,407.6771545410156,124.50452423095703,151.7325897216797,230.99366099381652,408.2097991758985,124.67407915232373,151.7720044047908,226.62536810475493,404.8263889185779,120.44513651813745,150.0571724478242,226.88348940722173,406.7499181872424,121.44252915135603,150.471094291637,39620300.0,16316700.0,262230800.0,213600.0
2025-02-06,231.53970336914062,410.1728210449219,128.34449768066406,152.1071014404297,232.11552641696264,412.5205034548323,128.4342745987464,152.46189378626778,228.76979621063217,408.37753095462284,124.8835510706209,151.37781692367625,229.62360070928509,408.37753095462284,127.08778823658054,152.46189378626778,29925300.0,16309800.0,251483600.0,198000.0
2025-02-07,225.989990234375,404.1852722167969,129.50144958496094,150.5302734375,232.31409120281862,412.96439718513943,130.03006643749526,152.43234437353073,225.62264568638093,402.5576865372201,124.67407312607986,150.3528697276841,230.9241838961893,410.82388435232116,128.88307105233656,152.19581110645484,39707200.0,22886800.0,228186300.0,390400.0
2025-02-10,226.25833129882812,406.6217041015625,133.22174072265625,151.77203369140625,229.1803610121675,409.8176925215145,134.64800487659767,152.12682605999848,225.81108525741098,405.33937124502273,129.621152724233,151.56506521054604,228.16660736242451,408.0914590052598,129.7508034170435,151.91985757913827,33115600.0,20817900.0,216989100.0,207900.0
2025-02-11,231.1979522705078,405.852294921875,132.45375061035156,151.69317626953125,233.79199753404617,406.88802298158646,134.12936300336048,151.9494093323155,226.7354100570617,403.74134350470337,130.67839286199495,151.23983969398728,226.80497424991785,404.0767525043344,132.23432300379022,151.2989692440118,53718400.0,18140600.0,178902400.0,171500.0
2025-02-12,235.4219512939453,403.48492431640625,130.798095703125,151.1708526611328,235.51141262786788,405.17169274595005,131.89523390864048,151.4468006002345,229.26978984120754,398.8783333348811,128.74346889916592,150.49083272619117,229.78661520122571,401.67976029438313,129.68102059860516,150.72736597600755,45243300.0,19121700.0,160278600.0,233000.0
2025-02-13,240.05348205566406,404.9645690917969,134.93724060058594,151.712890625,240.85852795215618,405.4183135199023,136.14409236479662,152.067682961995,234.1299251101732,400.84131373042015,130.82798788427175,151.03287072592343,235.4617298072221,401.472636502677,131.21697039655388,151.46650747536555,53614100.0,23891700.0,197430000.0,205700.0
2025-02-14,243.104736328125,402.8831481933594,138.4879913330078,151.62420654296875,244.0489258287467,403.35664020130986,138.88694235090182,151.7917452914739,239.5168040933544,400.3677915145921,135.14671948687393,151.45665275642855,239.77520922194773,402.2518556192141,136.12416013401827,151.57492690210606,40896200.0,22758500.0,195479600.0,159800.0
2025-02-18,242.9755096435547,404.07672119140625,139.0365447998047,152.11697387695312,243.6811607859394,405.02367506717115,143.06602007700403,152.24508289839747,240.36158248040348,400.9793508704855,137.57037622357197,151.47636861759085,242.6574585849239,402.4589794714836,140.90167961185236,152.19580325721034,48822500.0,21423100.0,219176600.0,232200.0
2025-02-19,243.37306213378906,409.1370544433594,138.86697387695312,152.96450805664062,244.50609250836237,409.84727742582396,140.99142508356047,153.08276714610528,241.6735241546838,402.11375500738893,136.86222013681927,151.93954582117115,243.16435439309654,402.3406422459273,139.1462426003846,151.96911059353732,32204200.0,24114200.0,167536000.0,180000.0
2025-02-20,244.3271942138672,411.3017272949219,139.74468994140625,151.8015899658203,245.27138364211797,414.4448231183109,140.29325896288867,152.4126153849334,242.7966000469895,407.75338500421714,136.43333891646114,151.1117201316548,243.4426355672204,410.4714772753562,139.6648967001902,152.4126153849334,32316900.0,23508700.0,143903600.0,307900.0
2025-02-21,244.0489044189453,403.47357177734375,134.07948303222656,149.75167846679688,247.1697083342209,413.1993956224997,141.09116717483585,151.8902824457106,243.72091995824803,403.15730762956775,133.68053207054632,149.68269900323673,244.44645306890683,412.4976421272199,139.6748562571626,151.8902824457106,53197400.0,27524800.0,228217600.0,407000.0
2025-02-24,245.58944702148438,399.3124084472656,129.94032287597656,149.30819702148438,247.33868242018207,404.62009578289485,138.22865397806314,150.490833198206,242.92582237394555,394.6867174896375,129.74084737496105,149.01253421779526,243.43269920852308,403.7700887978409,136.20394796569565,150.08676120109868,51326400.0,26443700.0,251381100.0,337600.0
2025-02-25,245.52978515625,393.2831726074219,126.2998275756836,149.15049743652344,248.4716967182176,397.2565479767241,129.86051900489684,149.6136989533725,243.41281661275679,392.0971142682963,124.11554286315072,147.9580114329166,246.48392314447185,396.4460551720573,129.64109140603463,149.28847139656142,48013300.0,29387400.0,271428700.0,338500.0
2025-02-26,238.89064025878906,395.0919494628906,130.93771362304688,149.51516723632812,243.48239258336395,398.9170410828285,133.38132271635274,150.84562731136782,237.66816369812489,389.6755229646048,128.1549946612343,148.83514729133591,242.83637220684057,393.3919053914201,129.6510837247691,149.8995243741887,44433600.0,19619000.0,322553800.0,293800.0
2025-02-27,235.84933471679688,387.97552490234375,119.83672332763672,148.15512084960938,240.97779411500133,401.03224256641477,134.65797047615226,151.3778167337593,235.61079643123784,387.6197164134029,119.69708897132982,148.13540598652244,237.94643641845556,396.61410618114576,134.64800202891726,150.88505042282654,41153600.0,21127400.0,443175800.0,339300.0
2025-02-28,240.361572265625,392.38372802734375,124.59429168701172,150.7864990234375,240.61004395755495,393.01631660620876,124.76384661623277,150.84562857775322,228.79273089598732,382.0846478468725,116.09650940652436,147.69192703062168,235.50146657809572,388.10398215130573,117.71228067710521,148.1846933672996,56833400.0,32845700.0,389091100.0,439600.0
2025-03-03,236.57489013671875,383.9823913574219,113.76260375976562,148.51976013183594,242.53821134874983,394.1925506012372,123.37746834229016,150.98359163713525,234.66662916873,381.6794393165997,111.98724605192426,147.92844959338456,240.31189930334125,394.1925506012372,123.18796891235903,150.74707343696832,47184000.0,23007700.0,411381400.0,411700.0
2025-03-04,234.4877166748047,384.1009521484375,115.68757629394531,146.4501495361328,238.60242278275774,388.02488953137174,118.9989197292815,148.44091454934227,233.24535811530478,376.5792652913011,109.82291000037466,145.56316117839435,236.25684921580154,378.9514121108331,110.36150296756519,146.8443565586606,53798100.0,29342900.0,398163300.0,658900.0
2025-03-05,234.29888916015625,396.3669738769531,116.99415588378906,146.64727783203125,235.1039350742086,397.0094560898268,117.971596377653,147.03163500726737,227.82867612475383,384.2986543499986,114.2114295961939,144.82403620912052,233.98083809185871,384.822503579622,117.27342459632162,145.31680258957894,47227600.0,23433100.0,284337900.0,563700.0
2025-03-06,233.89138793945312,392.2849426269531,110.28170776367188,143.7005157470703,236.4059203890797,397.4838909032578,115.04924353236196,145.2379443012681,231.73465535282332,388.12376908504734,109.93262184934352,143.13876994674501,233.00682927336524,389.70521049036057,113.2339891683523,144.87330202670546,45170400.0,23304600.0,321181900.0,508400.0
2025-03-07,237.60853576660156,388.7464599609375,112.39619445800781,145.23794555664062,239.89446338205195,390.2191619837315,113.18413566485785,145.48432872548233,233.32487071745646,381.0666253730808,107.27956464269721,142.8726731509743,233.67273718007357,387.76795648683793,110.95994642430617,143.78921132080856,46273600.0,22034100.0,341755500.0,551500.0
2025-03-10,226.08938598632812,375.7491149902344,106.70106506347656,141.9561004638672,234.71633209649934,381.9167043881924,111.5583622176382,143.93703049387355,222.84932017741133,372.8432245630831,105.18502403072868,141.05927728125232,234.10011191080184,381.36320432240086,109.61344966651625,143.66108258567925,72071200.0,32840100.0,366487400.0,503700.0
2025-03-11,219.48995971679688,376.0356750488281,108.47642517089844,140.60592651367188,224.4593937721428,381.5212666884101,111.94734728122161,142.2714789222652,216.1206840338927,372.5367409966354,104.49682307629253,140.41867292387263,222.4418047589131,374.6024872406928,106.71103594468934,141.2366667415027,76137400.0,30380200.0,354865700.0,525400.0
2025-03-12,215.65354919433594,378.8229675292969,115.44884490966797,141.00999450683594,220.39439337943787,380.75035405096787,116.46628328215824,142.2221952935574,213.59621144659917,374.55311473502826,112.59603885298675,139.91605281012644,218.79423505763873,378.5067033632867,113.83292501602207,141.76885875648952,62547500.0,24253600.0,323857500.0,378200.0
2025-03-13,208.39817810058594,374.3751525878906,115.28925323486328,139.6302490234375,215.5144112677834,380.8491715851453,117.46376961532557,141.02971852358712,207.14588618522245,373.07049136146827,113.50375517662202,139.25575686807628,214.6298526174969,378.71423026442886,116.73560262668995,140.99028879900143,61368300.0,20473000.0,299033100.0,315700.0
2025-03-14,212.1848907470703,384.0515441894531,121.36392211914062,141.89697265625,212.64207016591416,385.7021804869834,121.57339292473429,142.01524678837762,208.29878985935505,375.10656321193693,117.85278046649132,140.32012959553728,209.95857893569573,375.3734195488383,118.31162236591584,140.32012959553728,60107600.0,19952800.0,277593500.0,351800.0
2025-03-17,212.6917724609375,384.1899719238281,119.22930908203125,142.03497314453125,213.904315554563,388.15342385678485,122.58085727393843,142.70514322499946,208.6864099217596,381.0962841175908,117.73308248243704,141.22684412053752,212.00598815128762,382.2131776873556,122.43123309193861,141.6506159788926,48073400.0,22474300.0,255501500.0,282600.0
2025-03-18,211.38978576660156,379.0700378417969,115.1396255493164,140.6946258544922,213.83473880015984,382.87537263830677,118.7205909220559,141.79843257111142,210.19712464056028,376.67813379609476,114.25186503478537,140.37926324833938,212.85080057479257,382.57886557924786,117.70316017412442,141.79843257111142,42432400.0,19486900.0,299686900.0,226300.0
2025-03-19,213.9241943359375,383.3201904296875,117.22434997558594,142.4784698486328,217.42266485537363,385.1585946525035,120.14697923880557,143.27674893061936,212.44329758558237,379.5445060727477,115.38898254172027,141.04943540128488,212.91042558181826,381.0567525075918,116.97497890401499,141.31553344129227,54385400.0,19185500.0,273426200.0,203600.0
2025-03-20,212.79119873046875,382.3515319824219,118.23182678222656,141.9561004638672,216.16047483161037,387.24410971121733,119.89762393291265,143.66108258567925,210.92268644075222,378.8328407062668,116.17701131755277,141.6308879590928,212.68187056105958,381.2642891356356,116.25681189739694,142.20248359890016,48862900.0,18470500.0,248829700.0,187800.0
2025-03-21,216.93568420410156,386.72027587890625,117.4039077758789,142.51788330078125,217.5021918152461,387.19468720298374,117.6931791575635,142.51788330078125,209.9884097524224,378.35841433019584,115.1296446207881,140.98045470616958,210.26669685360034,378.7735544022507,116.64582513098318,141.27611752160308,94127800.0,39675900.0,266498500.0,183000.0
2025-03-24,219.380615234375,388.5191345214844,121.1045913696289,144.6269073486328,220.12603028720216,390.81222312553433,121.91255134314885,144.8732904957344,217.24376481580705,385.28708673252123,119.03979124138472,143.7300690840549,219.64896889973502,390.81222312553433,119.5784337604655,143.91732268193752,44299500.0,21004500.0,228452500.0,260400.0
2025-03-25,222.38218688964844,390.5749816894531,120.38638305664062,144.54806518554688,222.73005335992565,391.7610400507305,120.98487211685925,144.97185202493154,218.73462390108503,388.08423198363494,118.62083157726417,144.25240239681895,219.4204082670252,389.3493790004213,120.24673586292965,144.77473347375684,34493600.0,15775000.0,167447200.0,226500.0
2025-03-26,220.17575073242188,385.4452209472656,113.47383117675781,142.9022216796875,223.64442126802376,390.72325787798576,118.54104631031402,144.43965007236292,219.12223310716143,384.0614710304359,112.42646947850851,142.52771449345965,222.1436424317859,390.4168571879551,118.43133002412056,144.41008529850635,34466100.0,16108400.0,293463300.0,256500.0
2025-03-27,222.48158264160156,386.048095703125,111.1496810913086,142.7421417236328,223.61461307047793,387.6888383797828,114.16208047077859,143.6513255148083,219.21168633594712,382.9050004114053,110.38162149260253,142.32708054153696,220.03661426059983,385.6033351411741,111.0698805170997,142.71249557344206,37094800.0,13766800.0,236902100.0,138100.0
2025-03-28,216.5679168701172,374.4048156738281,109.39411163330078,139.8663330078125,222.44179120535847,384.6149747790714,112.58606625933987,142.55436098631745,216.34926057176412,372.5565178920864,108.79562251910656,139.65880997355774,220.31487416588553,383.5771397086297,111.20953292547101,142.55436098631745,39818600.0,21632000.0,229872500.0,533500.0
2025-03-31,220.77207946777344,371.034423828125,108.10736083984375,141.34872436523438,224.24073468961828,372.694923815259,110.68087252083329,141.65507799620363,214.90813825561798,362.9789628551185,103.38926370156523,138.35434230596653,215.683368745432,368.2174858935481,104.86553641067388,138.80894177991954,65299300.0,35184700.0,299212700.0,346200.0
2025-04-01,221.8256072998047,377.7554931640625,109.87291717529297,141.17083740234375,222.31260214779184,378.4078388750376,109.92278683325367,141.6748370419969,217.5618242432653,368.89946352111616,106.20217397842941,139.9849310605766,218.46626491168394,370.30297052308924,108.2470125996811,141.04236069678635,36412700.0,19689500.0,222614000.0,184600.0
2025-04-02,222.52133178710938,377.7060852050781,110.14221954345703,142.228271484375,223.81338775742097,380.61194495123306,111.69830029652357,142.80145560706964,219.66888130946384,372.2501138660857,106.5213541109438,139.75765806556757,219.96705040499884,373.584455994143,107.0200962834212,139.75765806556757,35905900.0,16092600.0,220601200.0,185000.0
2025-04-03,201.94784545898438,368.78082275390625,101.5439224243164,133.02767944335938,206.22156139646,373.10014336261634,105.36428217323731,140.3308104546906,200.01970279192506,365.0644702169303,101.34442096353821,133.01780242051163,204.2834701562562,370.4413527847735,103.24961996040646,136.6248911645139,103419000.0,30198000.0,338769400.0,1322300.0
2025-04-04,187.22842407226562,355.6648254394531,94.07276153564453,126.5151596069336,198.658123727335,370.24368334469244,99.87812106911886,131.4168475435526,186.19477317599058,355.3090169453245,91.87829866162578,126.33726762276986,192.7047355778497,359.9050576420754,98.66119636165205,130.64601746416957,125910900.0,49209900.0,532273800.0,1244900.0
2025-04-07,180.3507080078125,353.7077941894531,97.39437103271484,126.43608856201172,192.96311894309866,366.6953473866903,101.49403230771996,130.44836151092778,173.55251067175698,340.78946619633433,86.40209687721266,120.18049487093401,176.11674047268428,346.808801297969,87.23998007579976,121.45533203591991,160466300.0,50425000.0,611041300.0,1395200.0
2025-04-08,171.36593627929688,350.4460754394531,96.05775451660156,124.42007446289062,189.1763834255473,369.3145725706382,105.58372634261488,130.61636866271272,168.17556858999316,346.18608632628985,94.2223791915971,122.72029148145708,185.55863658592622,363.98712785508354,103.54885717389794,130.1123690300904,120859500.0,35868900.0,476243400.0,807300.0
2025-04-09,197.63441467285156,385.95916748046875,114.04239654541016,134.8855743408203,199.38365014436008,388.66739600040677,114.8104562069238,135.42909706299315,170.8392173737498,349.00301621371585,97.28465510127192,122.98709531459221,170.8988481608281,349.43791334353114,98.6412345329499,123.0463951454918,184395900.0,50199700.0,612918300.0,1019100.0
2025-04-10,189.25592041015625,376.92523193359375,107.29939270019531,129.33164978027344,193.58926741380884,379.44563241847453,110.58111717003517,132.42486220801112,181.88128226075605,363.5324334212975,98.9005761841806,125.5862069542628,187.9141823452429,377.6269854135807,109.09486759895934,132.40509308096475,121880000.0,38024400.0,437812400.0,877100.0
2025-04-11,196.9386749267578,383.94287109375,110.65094757080078,130.4088592529297,198.32017705332044,385.52428234575257,111.26939065397997,131.0413356554779,184.92258644836306,374.4937970946495,107.20962934859612,127.14764667627331,184.96235041538483,376.2234920445777,108.22706011361765,127.71093866819541,87435900.0,23839200.0,313417300.0,374400.0
2025-04-14,201.28196716308594,383.3102722167969,110.43150329589844,131.38720703125,211.63826622013798,390.0709046779098,114.00249947758738,132.91899023196459,199.9302804535287,379.75203666792555,108.7956293956101,130.49779231053896,210.14743595954587,388.6575040815548,113.82295197096049,132.86957495205257,101352900.0,19251200.0,264705000.0,353800.0
2025-04-15,200.90428161621094,381.2544250488281,111.9177474975586,132.09873962402344,202.26590170954893,387.3429548173336,113.33418114021705,132.86956970605252,198.57859009217825,379.702634359307,110.22202704858428,131.66390930504792,200.6259945192588,384.0021677861047,110.69084593782598,131.76273986096987,51343900.0,17199900.0,228966900.0,346400.0
2025-04-16,193.08241271972656,367.2982177734375,104.22714233398438,128.17539978027344,199.47309822086447,377.1821883945702,106.52135948725393,130.6460127871385,191.19401850640656,363.7301188576812,100.1973044637503,126.93021625340648,197.1474065096439,376.25312290658945,104.2869965726397,130.27048986410406,59732400.0,21967800.0,397016900.0,454900.0
2025-04-17,195.77581787109375,363.5126647949219,101.23468780517578,128.15562438964844,197.61451451967758,369.9767899290697,104.20719461222582,129.23282306835048,193.2314700862815,362.6330071079686,99.79831546993584,127.86903992980757,195.99447418061752,369.41339637295704,104.1872406628714,128.7782236623614,52164700.0,21120200.0,292517500.0,230000.0
2025-04-21,191.97918701171875,354.9531555175781,96.66621398925781,125.11184692382812,192.6152739871965,360.25097956592975,99.18984822876095,127.98763667566125,188.64966000796989,351.54320368031085,94.80091547691985,123.79747893408964,192.08851517151226,358.6102367890087,98.52152791683338,126.60409935984484,46742500.0,20807300.0,288501100.0,562500.0
2025-04-22,198.51895141601562,362.5638427734375,98.64122772216797,128.10626220703125,200.35763286451953,363.5028019496421,99.55891150664588,128.47190819725236,194.7719939992729,355.68457702509073,97.03527729423074,126.4262404221616,194.92107095045932,359.1637542302739,98.53150383378456,126.7424786638278,52976400.0,19485000.0,241004800.0,231100.0
2025-04-23,203.34925842285156,370.0459899902344,102.45162200927734,130.93260192871094,206.72846769395255,375.9763723537339,104.53636836662163,132.8399077802186,201.56025903470575,368.69186067990836,101.76335533667917,130.4088332192594,204.7406939661261,371.6965961898571,104.25706634151078,131.42672449079154,52929200.0,20545500.0,247526000.0,383000.0
2025-04-24,207.09620666503906,382.80621337890625,106.16226196289062,133.20555114746094,207.5534013078127,383.94289425966036,106.2719858525715,133.30438168978932,201.69940812530302,370.8367380816756,102.85061415392688,130.60647677376863,203.6374845300284,371.34083029267134,103.21968611105362,130.61635379623203,47311000.0,22232300.0,220815000.0,233600.0
2025-04-25,208.00062561035156,387.30340576171875,110.7307357788086,134.28277587890625,208.46775361357263,387.60980644654984,111.63844254684066,134.30252992767345,204.9394524859384,380.1375268589871,105.46401982086034,132.523700455328,205.10841141990002,382.5096738423667,106.58119738151521,133.20557704403294,38222300.0,18973200.0,251064700.0,214600.0
2025-04-28,208.85537719726562,386.62139892578125,108.45648193359375,133.86770629882812,210.2070638884643,388.18305301396595,110.09235573735528,134.7571209794268,206.1917677806294,382.1538550582223,105.75329251827114,132.8102766582208,208.71623364812058,387.41210451108003,109.4140660423662,134.40135209130221,38743100.0,16579400.0,207708500.0,229100.0
2025-04-29,209.91883850097656,389.4679870605469,108.74574279785156,134.796630859375,210.94254069563792,390.51568553400665,109.92277466025524,135.201814985221,207.09618845243054,385.85045019118235,107.16972327513623,133.56132443625233,207.4142395090872,386.75975859738145,107.39914041879526,133.59097058405337,36827600.0,14974000.0,170444300.0,180900.0
2025-04-30,211.2009735107422,390.673828125,108.64599609375,134.52981567382812,212.27437321950518,392.05757796403765,108.64599609375,134.6780464129926,205.40661086468026,379.979364791359,103.81817538074749,131.81214154003592,208.02053835450616,385.77135703314644,104.20719367744803,133.25497099931718,52286500.0,36461100.0,235044600.0,278900.0
2025-05-01,212.01596069335938,420.464111328125,111.32923126220703,135.88372802734375,213.2483707428857,431.91962985286955,114.6508560442669,137.19809607888487,207.62296725165953,419.9699127886788,111.02001354244473,135.61689757552338,207.80187477964563,426.1078502028247,112.79553450528941,135.9924356129427,57365700.0,58938100.0,236121500.0,252500.0
2025-05-02,204.0946502685547,430.2294921875,114.21195983886719,137.66256713867188,205.72462393265195,434.3412277785372,115.10969728977199,137.98868988259292,200.92414910817757,425.0008630376841,113.08480524563223,136.37784529034144,204.8301167579532,426.7305579775838,113.89276514634567,137.00044462686583,101010600.0,30757400.0,190194800.0,239800.0
2025-05-05,197.6741485595703,431.109130859375,113.53368377685547,136.77313232421875,202.85230555244996,434.40047958291734,114.38154406705421,137.66256206927562,196.99831280299983,427.09621130668063,112.3766057315755,136.45690169533268,201.85841873478097,427.84740267568,112.62597685282235,136.66442474691488,69018500.0,20136100.0,133163200.0,207500.0
2025-05-06,197.2964630126953,428.2823791503906,113.25437927246094,135.3204345703125,199.42338015596502,432.65110795280134,114.45135750397539,136.47669495125766,195.81558138809015,426.1672248726853,110.54122049681273,135.04372706633035,196.9983091053983,427.1852727603517,111.19956385128708,135.40938811614305,51216500.0,15104200.0,158525600.0,229800.0
